game_id,home_team,away_team,stadium,day_or_night,home_pitcher,away_pitcher,home_pitcher_true_freq,away_pitcher_true_freq,home_pitcher_vs_team_freq,away_pitcher_vs_team_freq,home_pitcher_vs_team_freq_count,away_pitcher_vs_team_freq_count,home_pitcher_last3_freq_1st,away_pitcher_last3_freq_1st,home_team_inning1_last10_freq,away_team_inning1_last10_freq,home_team_inning1_scaled,away_team_inning1_scaled,home_team_momentum,away_team_momentum,home_pitcher_momentum,away_pitcher_momentum,home_pitcher_vs_away_team_momentum,away_pitcher_vs_home_team_momentum,home_plate_umpire_inning1_freq,stadium_inning1_freq,stadium_inning1_scaled,umpire_inning1_scaled
777809,Boston Red Sox,Baltimore Orioles,Fenway Park,Día,Hunter Dobbins,Zach Eflin,0.3333333333333333,0.4,-1.0,0.3333333333333333,0,3,0.0,0.3333333333333333,0.1,0.2,0.8677298311444653,0.6332082551594748,-0.7677298311444654,-0.43320825515947475,-0.3333333333333333,-0.06666666666666671,-0.09987492182614144,-0.7010631644777987,0.4864864864864865,0.5192307692307693,0.6005917159763314,0.846063454759107
777790,Boston Red Sox,Baltimore Orioles,Fenway Park,Noche,Lucas Giolito,,1.0,0.0,-1.0,-1.0,0,0,0.3333333333333333,0.0,0.1,0.2,0.8677298311444653,0.6332082551594748,-0.7677298311444654,-0.43320825515947475,-0.6666666666666667,0.0,0.233458411507192,-0.7677298311444654,0.0,0.5192307692307693,0.6005917159763314,0.0
777788,Minnesota Twins,Kansas City Royals,Target Field,Día,Zebby Matthews,Michael Wacha,0.6,0.19047619047619047,0.0,0.0,2,2,0.3333333333333333,0.0,0.4,0.1,0.7973733583489682,0.5574912891986062,-0.39737335834896814,-0.45749128919860627,-0.26666666666666666,-0.19047619047619047,-0.1908246225319396,-0.20689716787277768,0.5,0.5480769230769231,0.6937869822485208,0.8695652173913044
777786,St. Louis Cardinals,Arizona Diamondbacks,Busch Stadium,Día,Matthew Liberatore,Merrill Kelly,0.14285714285714285,0.45454545454545453,-1.0,-1.0,0,0,0.0,0.3333333333333333,0.3,0.4,0.501481650330522,0.8998342410608573,-0.20148165033052207,-0.4998342410608573,-0.14285714285714285,-0.12121212121212122,-0.3569770982037144,-0.08026952911840085,0.40540540540540543,0.37735849056603776,0.14223512336719896,0.7050528789659225
777793,Washington Nationals,San Francisco Giants,Nationals Park,Día,Jake Irvin,Kyle Harrison,0.3888888888888889,0.25,0.0,0.5,1,2,0.6666666666666666,0.3333333333333333,0.3,0.3,0.6801125703564729,0.6039488966318235,-0.3801125703564729,-0.3039488966318235,0.27777777777777773,0.08333333333333331,-0.5817266744096012,-0.4634459036898062,0.55,0.40384615384615385,0.227810650887574,0.9565217391304349
777794,Pittsburgh Pirates,Milwaukee Brewers,PNC Park,Día,Mitch Keller,Quinn Priester,0.25,0.3333333333333333,0.3333333333333333,-1.0,3,0,0.6666666666666666,0.6666666666666666,0.1,0.2,0.6566604127579737,0.6097560975609756,-0.5566604127579737,-0.4097560975609756,0.41666666666666663,0.3333333333333333,-0.8264227642276423,-0.889993746091307,0.4722222222222222,0.4519230769230769,0.3831360946745562,0.8212560386473431
777791,Cincinnati Reds,Chicago Cubs,Great American Ball Park,Día,Andrew Abbott,Colin Rea,0.1875,0.5294117647058824,1.0,1.0,1,5,0.0,0.3333333333333333,0.2,0.1,0.6566604127579737,0.5863039399624767,-0.4566604127579737,-0.4863039399624767,-0.1875,-0.19607843137254904,-0.2988039399624767,-0.26058198138542465,0.5116279069767442,0.4423076923076923,0.3520710059171597,0.8897876643073813
777787,Houston Astros,Seattle Mariners,Daikin Park,Día,Framber Valdez,Bryan Woo,0.15,0.29411764705882354,0.2,0.0,5,1,0.0,0.3333333333333333,0.1,0.2,0.6039488966318235,0.926829268292683,-0.5039488966318235,-0.7268292682926829,-0.15,0.039215686274509776,-0.5768292682926829,-0.5431645829063333,0.48717948717948717,0.3333333333333333,0.0,0.8472686733556299
777803,Atlanta Braves,San Diego Padres,Truist Park,Día,Grant Holmes,Michael King,0.1,0.21052631578947367,-1.0,1.0,0,1,0.3333333333333333,0.0,0.1,0.5,0.7831729693443724,0.8130081300813008,-0.6831729693443724,-0.3130081300813008,0.2333333333333333,-0.21052631578947367,-0.5463414634146341,-0.47264665355489877,0.5135135135135135,0.5045871559633027,0.5532815808045164,0.8930669800235018
777792,Chicago White Sox,Texas Rangers,Rate Field,Día,Bryse Wilson,Jack Leiter,0.42857142857142855,0.3333333333333333,-1.0,1.0,0,1,0.6666666666666666,0.6666666666666666,0.1,0.4,0.5926601322087988,0.8911819887429644,-0.4926601322087988,-0.49118198874296437,0.23809523809523808,0.3333333333333333,-0.7292772268382024,-0.8259934655421322,0.36363636363636365,0.5714285714285714,0.769230769230769,0.6324110671936759
777782,Colorado Rockies,New York Yankees,Coors Field,Día,Kyle Freeland,Max Fried,0.42857142857142855,0.22727272727272727,0.0,0.0,1,1,1.0,0.0,0.3,0.0,0.7433217189314751,0.9146341463414634,-0.44332171893147515,-0.9146341463414634,0.5714285714285714,-0.22727272727272727,-1.486062717770035,-0.21604899165874789,0.575,0.5728155339805825,0.7737117251680357,1.0
777795,Tampa Bay Rays,Toronto Blue Jays,George M. Steinbrenner Field,Noche,Shane Baz,José Berríos,0.25,0.3333333333333333,0.0,0.2,3,5,0.0,0.0,0.2,0.3,0.6041620049228016,0.49249530956848037,-0.4041620049228016,-0.19249530956848038,-0.25,-0.3333333333333333,0.05750469043151962,-0.07082867158946826,0.0,0.6428571428571429,1.0,0.0
